rank,category,region,candidate_name,candidate_type,post_count,sample_titles,sample_links
573,food,대전,결국,candidate,1,"결국 대전 빵지순례 빵버스, 내돈내산 솔직 후기 공개해요!",https://blog.naver.com/review76/224300735299
574,food,강남,결기추천레스토랑,restaurant,1,[삼성동/코엑스 -오크우드 오크 레스토랑]9가지 무제한 와인과...,https://blog.naver.com/oktopblues/224300221407
575,domestic_travel,부산,결혼식 레고,candidate,1,체력을 비축하며 쉬어가는 달,https://blog.naver.com/lazzyoung/224301529862
576,food,광주,경기,candidate,1,"[경기/광주] 6월 가볼만한곳 추천, 몽글몽글 수국이 가득한...",https://blog.naver.com/noxdemo/224301548873
577,domestic_travel,광주,경기,candidate,1,"[경기/광주] 6월 가볼만한곳 추천, 몽글몽글 수국이 가득한...",https://blog.naver.com/noxdemo/224301548873
578,domestic_travel,인천,경기,candidate,1,[ 서울 /인천/경기]아이랑 갈만한 곳 : 포천 예술정원1999...,https://blog.naver.com/tnrud6536/224301470428
579,domestic_travel,경주,경기 여주 베이커리,cafe,1,경기 여주 베이커리 추천 치아바타가 맛있는 드롭베이커리...,https://blog.naver.com/kekemen84/224301774123
580,domestic_travel,부산,경기강릉,candidate,1,"혼자 가기 좋은 뚜벅이 여행 지 10곳 추천( 서울 ·경기강릉, 부산...",https://blog.naver.com/icshlove/224297092785
581,food,광주,경기도,candidate,1,당일치기 드라이브 추천 #2|경기도 광주 식당부터 카페까지,https://blog.naver.com/grow_with_me_365/224301141048
582,domestic_travel,광주,경기도 광주 가볼만한곳 화담숲 여름 수국 축제,attraction,1,[경기도 광주 가볼만한곳] 화담숲 여름 수국 축제 예매 및...,https://blog.naver.com/dee7781/224301546752
583,domestic_travel,가평,경기도수국축제,attraction,1,5/30(토)~6/28(일) 수국 전시회 서울근교 당일치기 꽃구경,https://blog.naver.com/ohdori13/224299956293
584,domestic_travel,가평,경기도축제,attraction,1,2026 자라섬 꽃 페스타 꽃축제|일정 주차 할인 꿀팁,https://blog.naver.com/nizekk/224299703527
585,food,대구,경대북문,candidate,1,{대구 경대북문 맛집 }도토리원돈까스 내돈내산 솔직후기...,https://blog.naver.com/lsov1013/224301807598
586,domestic_travel,대구,경대북문,candidate,1,{대구 경대북문 맛집 }도토리원돈까스 내돈내산 솔직후기...,https://blog.naver.com/lsov1013/224301807598
587,food,대구,경대북문 맛집 도토리원돈까스 내돈내산 솔직후,restaurant,1,{대구 경대북문 맛집 }도토리원돈까스 내돈내산 솔직후기...,https://blog.naver.com/lsov1013/224301807598
588,domestic_travel,대구,경대북문 맛집 도토리원돈까스 내돈내산 솔직후,restaurant,1,{대구 경대북문 맛집 }도토리원돈까스 내돈내산 솔직후기...,https://blog.naver.com/lsov1013/224301807598
589,food,부산,경보기 광주경보기 KIA스팅어 제주여행 서울맛집,restaurant,1,안동경보기 문경경보기 예천경보기 광주경보기 KIA스팅어...,https://blog.naver.com/minjong0816/224301903535
590,food,제주,경보기 광주경보기 KIA스팅어 제주여행 서울맛집,restaurant,1,안동경보기 문경경보기 예천경보기 광주경보기 KIA스팅어...,https://blog.naver.com/minjong0816/224301903535
591,food,대구,경보기 광주경보기 KIA스팅어 제주여행 서울맛집,restaurant,1,안동경보기 문경경보기 예천경보기 광주경보기 KIA스팅어...,https://blog.naver.com/minjong0816/224301903535
592,food,광주,경보기 광주경보기 KIA스팅어 제주여행 서울맛집,restaurant,1,안동경보기 문경경보기 예천경보기 광주경보기 KIA스팅어...,https://blog.naver.com/minjong0816/224301903535
593,domestic_travel,경주,경북축제,attraction,1,장보윤) 일정 프로그램 주차 총정리! 경주 가볼만한곳 추천,https://blog.naver.com/urcouns/224301271487
594,domestic_travel,부산,경주 세 곳 중 하나였는데 당일치기 여행 일,candidate,1,[순천 여행] 순천 가볼 만한 곳,https://blog.naver.com/baekjaeyong/224301690142
595,domestic_travel,강릉,경포 해변을 자주감 KTX를 타고 1박하기,travel_spot,1,경제 기자 에피소드 #25,https://blog.naver.com/hazedew/224301751791
596,domestic_travel,강릉,경포대 바다가,restaurant,1,"6월 국내여행지 추천 가성비 Top 5, 돈 적게 쓰고 알차게 노는...",https://blog.naver.com/all_about_24/224301930106
597,domestic_travel,강릉,경포생태저류지,candidate,1,강릉 경포생태저류지 산책 후기｜오죽헌 전통뱃놀이 무료체험...,https://blog.naver.com/asy9506/224301863390
598,domestic_travel,강릉,경포생태저류지 산책,candidate,1,강릉 경포생태저류지 산책 후기｜오죽헌 전통뱃놀이 무료체험...,https://blog.naver.com/asy9506/224301863390
599,domestic_travel,강릉,경포해변,travel_spot,1,[강릉 여행 ]경포대 일출 명소 명당 추천,https://blog.naver.com/guudle/224301399888
600,food,종로,계림,candidate,1,충무로 맛집 종로 계림 닭도리탕 알싸한 마늘맛에 중독되는 후기,https://blog.naver.com/ddubidubib_life/224301959315
601,food,종로,계림 닭도리탕 알싸한 마늘맛에 중독되는,candidate,1,충무로 맛집 종로 계림 닭도리탕 알싸한 마늘맛에 중독되는 후기,https://blog.naver.com/ddubidubib_life/224301959315
602,food,인천,계양,candidate,1,인천 계양 분위기 자연뷰 맛집 카페 오디와이 커피,https://blog.naver.com/ghuns-/224301797756
603,food,인천,계양 분위기 자연뷰 맛집 카페 오디와이 커피,cafe,1,인천 계양 분위기 자연뷰 맛집 카페 오디와이 커피,https://blog.naver.com/ghuns-/224301797756
604,domestic_travel,인천,계양 분위기 자연뷰 맛집 카페 오디와이 커피,cafe,1,인천 계양 분위기 자연뷰 맛집 카페 오디와이 커피,https://blog.naver.com/ghuns-/224301797756
605,domestic_travel,인천,계양 신혼여행 효과적인 실행 방법 당일치기,candidate,1,"인천 계양 신혼여행, 효과적인 실행 방법",https://blog.naver.com/bhsisvz447339_fg/224301392764
606,food,인천,계양산,candidate,1,[인천 계양산 맛집 ] 함금옥통큰손쭈꾸미마을 불향 가득 내돈내산,https://blog.naver.com/coco240217/224301915881
607,food,인천,계양산 맛집 함금옥통큰손쭈꾸미마을 불향 가득,restaurant,1,[인천 계양산 맛집 ] 함금옥통큰손쭈꾸미마을 불향 가득 내돈내산,https://blog.naver.com/coco240217/224301915881
608,food,대구,계원닭집,candidate,1,울산삼산 손정보쌈 계원닭집 대구 카페 히어히어 프렌즈홈...,https://blog.naver.com/nodaji__1/224301834879
609,domestic_travel,대구,계원닭집,candidate,1,울산삼산 손정보쌈 계원닭집 대구 카페 히어히어 프렌즈홈...,https://blog.naver.com/nodaji__1/224301834879
610,food,광주,계정에 많이 올라오길래 궁금했던 다이닝,restaurant,1,광주 상무지구 뷔페 다이닝원 주말 내돈내산 솔직후기,https://blog.naver.com/didue_/224301810519
611,domestic_travel,대전,계족산 황톳길 처음 맨발,candidate,1,"주말 에 가기 좋은 맨발 걷기 여행 지 3곳, 황톳길은 여기부터...",https://blog.naver.com/gigipa1030/224300586951
612,food,수원,계화정 계화정 식당,restaurant,1,"인계동 맛집 주말 점심 , 맛있게 매콤한 수원닭갈비 식당 계화정",https://blog.naver.com/open_yourdoor/224301920514
613,domestic_travel,부산,계획에서 첫번째 가야할 곳,candidate,1,체력을 비축하며 쉬어가는 달,https://blog.naver.com/lazzyoung/224301529862
614,food,제주,계획은 공항에서 전복죽을 먹고 가는것 4층 식당,restaurant,1,김포 제주 항공권 제주항공 왕복 탑승 후기,https://blog.naver.com/parksang118/224301845034
615,food,부산,고1딸과,candidate,1,5월 주말여행 고1딸과 부산서면 굿즈샵 맛집투어 애니매이트...,https://blog.naver.com/corona1022/224301114759
616,domestic_travel,부산,고1딸과,candidate,1,5월 주말여행 고1딸과 부산서면 굿즈샵 맛집투어 애니매이트...,https://blog.naver.com/corona1022/224301114759
617,domestic_travel,가평,고고다이노,candidate,1,서울근교 여행 가평 고고다이노 키즈호텔 특가 예약(테마룸...,https://blog.naver.com/shy0917cjh/224300583214
618,food,강남,고기가득덮밥,restaurant,1,점심 밥집 고기가득덮밥 강남구청역점 강남 혼밥 애견동반 맛집,https://blog.naver.com/azzossi_/224301787233
619,food,제주,고기국수가 맛있는 동진고기국수 동문시장,restaurant,1,제주동문시장 맛집 고기국수가 맛있는 동진고기국수 동문시장...,https://blog.naver.com/hxunkxng/224301882106
620,domestic_travel,제주,고기국수가 맛있는 동진고기국수 동문시장,restaurant,1,제주동문시장 맛집 고기국수가 맛있는 동진고기국수 동문시장...,https://blog.naver.com/hxunkxng/224301882106
621,food,강남,고기꾼김춘배,restaurant,1,강남역 맛집 고기꾼김춘배 강남점 강남역 고기 맛집,https://blog.naver.com/vladyblood/224301949027
622,food,제주,고기를,restaurant,1,[담라 둔산본점] 대전 냉면과 제주 고기를 함께 즐길 수 있는...,https://blog.naver.com/gorilla0316/224301927704
623,food,제주,고기를 함께 즐길 수 있는 이런 분들께,restaurant,1,[담라 둔산본점] 대전 냉면과 제주 고기를 함께 즐길 수 있는...,https://blog.naver.com/gorilla0316/224301927704
624,domestic_travel,강릉,고기집,restaurant,1,[강릉 맛집 ] 강릉이정태수제갈... 터지는 현지인 추천 강릉 고기집,https://blog.naver.com/wntjddml1/224300312135
625,food,종로,고기집,restaurant,1,[백제정육점] 강민경 차돌박이 육회쌈 종로 고기집 웨이팅 후기...,https://blog.naver.com/yminang/224301761365
626,food,대구,고기집을 찾는다면 대봉교역 근처에 위치한 우,restaurant,1,"레시피를 완성시켜준 대구 수성구 신선 정육점 추천 , 우담정육점",https://blog.naver.com/drawingirls/224301818663
627,domestic_travel,대구,고기집을 찾는다면 대봉교역 근처에 위치한 우,restaurant,1,"레시피를 완성시켜준 대구 수성구 신선 정육점 추천 , 우담정육점",https://blog.naver.com/drawingirls/224301818663
628,domestic_travel,부산,고래사어묵,candidate,1,부산 고래사어묵 해운대 여행 선물 야식 추천,https://blog.naver.com/lsh3172/224301881775
629,domestic_travel,강릉,고래책방,candidate,1,강릉 여행 #12｜강릉 고래책방 북카페와 기념품샵 여행 의...,https://blog.naver.com/green_tea-/224301510436
630,domestic_travel,강릉,고래책방 북카페와 기념품샵 여행 의 강릉책방,cafe,1,강릉 여행 #12｜강릉 고래책방 북카페와 기념품샵 여행 의...,https://blog.naver.com/green_tea-/224301510436
631,food,대전,고메스퀘어,candidate,1,고메스퀘어 대전둔산직영점에서 남편하고 맛나게 먹었어요,https://blog.naver.com/yyyssk1/224301893711
632,food,제주,고민된다면,candidate,1,주말여행 어디갈지 고민된다면? 제주 서귀포 바다뷰에서 끝내는...,https://blog.naver.com/youngvin7205/224300690288
633,domestic_travel,제주,고민된다면,candidate,1,주말여행 어디갈지 고민된다면? 제주 서귀포 바다뷰에서 끝내는...,https://blog.naver.com/youngvin7205/224300690288
634,domestic_travel,강릉,고민하다 고른 강릉 탑스텐 호텔,travel_spot,1,강릉 탑스텐 호텔 솔직후기,https://blog.naver.com/chj28266/224301828127
635,domestic_travel,부산,고속버스 타고 국내여행 시간표 인천 고속버스,candidate,1,인천 종합터미널 고속버스 시간표 요금 정보확인,https://bluebeat.tistory.com/317
636,domestic_travel,부산,고속버스터미널,candidate,1,부산 고속버스터미널 시간표 정보안내 하기,https://bluebeat.tistory.com/350
637,food,인천,고수찜닭,candidate,1,"인하대 맛집 , 인천 고수찜닭 본점 내돈내산 후기",https://blog.naver.com/tech_n_economy/224301831222
638,domestic_travel,강릉,고씨네,candidate,1,"강릉 고씨네 동해막국수 본점! 강문해변 맛집 , 아기도 애견...",https://blog.naver.com/nanine0516/224301566405
639,domestic_travel,강릉,고씨네 동해막국수 본점 강문해변,travel_spot,1,"강릉 고씨네 동해막국수 본점! 강문해변 맛집 , 아기도 애견...",https://blog.naver.com/nanine0516/224301566405
640,domestic_travel,강릉,고씨네 동해막국수 본점 강문해변 맛집 아기도,restaurant,1,"강릉 고씨네 동해막국수 본점! 강문해변 맛집 , 아기도 애견...",https://blog.naver.com/nanine0516/224301566405
641,food,종로,고씨네동해막국수,candidate,1,인사동 한옥 맛집 추천 고씨네동해막국수 종로직영점 주말...,https://blog.naver.com/ehdqjd0913/224301777280
642,domestic_travel,강릉,고씨네동해막국수,candidate,1,"강릉 고씨네 동해막국수 본점! 강문해변 맛집 , 아기도 애견...",https://blog.naver.com/nanine0516/224301566405
643,food,대구,고창 고인돌박물관,attraction,1,"전남 고창 여행 1 - 고창고인돌박물관, 석정온천, 고창 황윤석...",https://blog.naver.com/kwanieun_/224301466346
644,domestic_travel,대구,고창 고인돌박물관,attraction,1,"전남 고창 여행 1 - 고창고인돌박물관, 석정온천, 고창 황윤석...",https://blog.naver.com/kwanieun_/224301466346
645,domestic_travel,제주,고흥에서,candidate,1,애견동반 온수풀 고흥 숙소 전라도 여행 고흥에서 제주 가기,https://blog.naver.com/paisha/224301858054
646,domestic_travel,광주,곤지암리조트,travel_spot,1,[경기도 광주 가볼만한곳] 화담숲 여름 수국 축제 예매 및...,https://blog.naver.com/dee7781/224301546752
647,food,종로,골뱅이 삼겹살 맛집 을 소개하려고 합니다 진,restaurant,1,[종로/을지로 맛집 ] 세운상가 노포 야장 진영이네 골뱅이 삼겹살,https://blog.naver.com/ekwjddl27/224301509839
648,domestic_travel,부산,골프,candidate,1,"페기 구 콘서트까지, 리브 골프 부산 2026 즐기는 법 총정리",https://blog.naver.com/woogoon_/224301944890
649,food,대전,골프스튜디오,candidate,1,대전골프레슨 고민이라면 디엘크 골프라운지 추천,https://blog.naver.com/dimil00/224301941687
650,food,강남,곰커피로스터스,cafe,1,‘커피볶는곰’|롯데백화점강남 근처 원두 맛집 추천,https://blog.naver.com/dailyarchivelab/224301846672
651,food,인천,곳곳에서 오는 친구들 만날 때 보통 사당이나,candidate,1,[신도림] 가브리살 수육 맛집 숙육집,https://blog.naver.com/songvivian/224300641285
652,domestic_travel,강릉,곳도 볼 것도 많은 곳입니다 꼭 전시,attraction,1,"6월 강릉 전시회, 행사, 데이트코스 추천",https://blog.naver.com/bmw-mini_haslla/224301844414
653,food,성수,공격적 유치 과거에는 SNS에서 화제가 된 맛집,restaurant,1,청년층 방문이 증가한 대전 신세계백화점 무슨 일이죠,https://blog.naver.com/police1965/224301856077
654,food,대전,공격적 유치 과거에는 SNS에서 화제가 된 맛집,restaurant,1,청년층 방문이 증가한 대전 신세계백화점 무슨 일이죠,https://blog.naver.com/police1965/224301856077
655,domestic_travel,성수,공격적 유치 과거에는 SNS에서 화제가 된 맛집,restaurant,1,청년층 방문이 증가한 대전 신세계백화점 무슨 일이죠,https://blog.naver.com/police1965/224301856077
656,domestic_travel,대전,공격적 유치 과거에는 SNS에서 화제가 된 맛집,restaurant,1,청년층 방문이 증가한 대전 신세계백화점 무슨 일이죠,https://blog.naver.com/police1965/224301856077
657,food,종로,공공재커피,cafe,1,"안국역 카페 추천, 공공재 커피 클럽 내돈내산 후기｜북촌 감성...",https://blog.naver.com/bbangyi_/224301781479
658,domestic_travel,강릉,공장 방문 강릉 중앙시장,travel_spot,1,2026 강릉단오제 완벽 가이드|풀리니 단오다·프로그램·맛집...,https://blog.naver.com/tvstars23/224301596449
659,food,대전,공주,candidate,1,"1박2일 3도시 여행 (in 공주, 대전, 세종)",https://blog.naver.com/uneye333/224295293907
660,domestic_travel,제주,공항,candidate,1,[제주 제주공항 고사리 육개장] 제주 맛집 <우진해장국> /공항...,https://blog.naver.com/y_soo__o/224301446964
661,food,제주,공항 근처 맛집 진한 국물이 일품인 신제주,restaurant,1,"제주 공항 근처 맛집 , 진한 국물이 일품인 신제주 보말칼국수...",https://blog.naver.com/kongkong_log/224301743920
662,food,제주,공항 근처 아침식사 맛집 카페 아이랑 가족여,cafe,1,6월 제주 공항 근처 아침식사 맛집 카페 아이랑 가족여행...,https://blog.naver.com/holocelina/224301922269
663,food,제주,공항 근처 현지인 맛집 산방식당,restaurant,1,제주 공항 근처 현지인 맛집 산방식당 도청직영점 메뉴 내돈내산,https://blog.naver.com/song0110/224301928662
664,food,제주,공항 근처 현지인 맛집 산방식당 도청직영점,restaurant,1,제주 공항 근처 현지인 맛집 산방식당 도청직영점 메뉴 내돈내산,https://blog.naver.com/song0110/224301928662
665,food,제주,공항 근처 현지인 맛집 산방식당 도청직영점에,restaurant,1,제주 공항 근처 현지인 맛집 산방식당 도청직영점 메뉴 내돈내산,https://blog.naver.com/song0110/224301928662
666,food,제주,공항 근처에,candidate,1,[제주 제주공항 고사리 육개장] 제주 맛집 <우진해장국> /공항...,https://blog.naver.com/y_soo__o/224301446964
667,domestic_travel,제주,공항 근처에,candidate,1,[제주 제주공항 고사리 육개장] 제주 맛집 <우진해장국> /공항...,https://blog.naver.com/y_soo__o/224301446964
668,food,제주,공항 밥집을 찾는 분들이라면 접근성도 좋아,candidate,1,"제주 공항 밥집 추천, 오쿠다에서 든든한 솥밥 한 끼",https://blog.naver.com/hi_sseung/224301957916
669,food,제주,공항근처 온유베이커리,cafe,1,제주공항근처 온유베이커리 우유크림도넛 노티드보다 더...,https://blog.naver.com/momopia/224301936659
670,food,광주,과 이동 시간을 줄이기 좋음 가족 여행 연화식당,restaurant,1,"전현무계획 광주 육전 맛집 연화식당, 방문 전 꼭 볼 메뉴·위치...",https://blog.naver.com/flemznls1/224301561961
671,domestic_travel,광주,과 이동 시간을 줄이기 좋음 가족 여행 연화식당,restaurant,1,"전현무계획 광주 육전 맛집 연화식당, 방문 전 꼭 볼 메뉴·위치...",https://blog.naver.com/flemznls1/224301561961
672,domestic_travel,경주,과자공방,candidate,1,경주 서부동 빵집 이재원 과자공방|경주 케이크 가성비 솔직...,https://blog.naver.com/hmj448/224301783472
673,domestic_travel,대구,과학마술콘서트,candidate,1,"대구 과학마술콘서트, 아이와 특별한 주말을 보내고 싶다면",https://blog.naver.com/denny1020/224301922788
674,domestic_travel,대구,과학마술콘서트 아이와 특별한 주말을 보내고,candidate,1,"대구 과학마술콘서트, 아이와 특별한 주말을 보내고 싶다면",https://blog.naver.com/denny1020/224301922788
675,food,제주,관광지를 무료로,candidate,1,"제주도 가볼만한 곳 제주도 만장굴 2년 반만에 재개장, 무료...",https://blog.naver.com/meang_ddori/224301777511
676,domestic_travel,가평,관광지를 함께 둘러보기 좋은 위치라 주말여행,candidate,1,가평 라벨르 스파 펜션 이용후기｜북한강 근처 감성 숙소,https://blog.naver.com/purier28/224301466660
677,food,수원,광교 경양식 맛집 이집트경양식 위치,restaurant,1,이집트경양식 광교점 - 분위기 좋고 맛있는 광교 경양식 맛집,https://blog.naver.com/namsu0615/224301956306
678,food,수원,광교 경양식 맛집 이집트경양식 클립,restaurant,1,이집트경양식 광교점 - 분위기 좋고 맛있는 광교 경양식 맛집,https://blog.naver.com/namsu0615/224301956306
679,food,수원,광교갤러리,attraction,1,수원 광교갤러리아백화점디저트 백미당 갤러리아백화점 광교점...,https://blog.naver.com/rewqwtt/224301958664
680,food,수원,광교갤러리아백화점디저트,attraction,1,수원 광교갤러리아백화점디저트 백미당 갤러리아백화점 광교점...,https://blog.naver.com/rewqwtt/224301958664
681,food,수원,광교갤러리아백화점디저트 백미당 갤러리,attraction,1,수원 광교갤러리아백화점디저트 백미당 갤러리아백화점 광교점...,https://blog.naver.com/rewqwtt/224301958664
682,food,수원,광교갤러리아백화점디저트 백미당 갤러리아백화점,attraction,1,수원 광교갤러리아백화점디저트 백미당 갤러리아백화점 광교점...,https://blog.naver.com/rewqwtt/224301958664
683,food,수원,광교중앙역,candidate,1,[수원] 광교중앙역 아브뉴프랑 냉동삼겹살 맛집 잠수교집,https://blog.naver.com/nolja8657/224301916267
684,food,수원,광교중앙역 아브뉴프랑 냉동삼겹살 맛집 잠수교,restaurant,1,[수원] 광교중앙역 아브뉴프랑 냉동삼겹살 맛집 잠수교집,https://blog.naver.com/nolja8657/224301916267
685,food,광주,광산구,candidate,1,광주 광산구 가볼만한곳 베스트 10! 황룡강 장록습지부터...,https://blog.naver.com/choborandy/224301243086
686,domestic_travel,광주,광산구,candidate,1,광주 광산구 가볼만한곳 베스트 10! 황룡강 장록습지부터...,https://blog.naver.com/choborandy/224301243086
687,food,광주,광산구 가볼만한곳 베스트 10 황룡강 장록습,candidate,1,광주 광산구 가볼만한곳 베스트 10! 황룡강 장록습지부터...,https://blog.naver.com/choborandy/224301243086
688,domestic_travel,광주,광산구 가볼만한곳 베스트 10 황룡강 장록습,candidate,1,광주 광산구 가볼만한곳 베스트 10! 황룡강 장록습지부터...,https://blog.naver.com/choborandy/224301243086
689,food,광주,광산구 송정로8번길 2 월요일,candidate,1,광주 송정역 근처 빵집 썬베이커리 착한 가게 방문 후기,https://blog.naver.com/wlsud3626/224301896898
690,domestic_travel,광주,광산구 송정로8번길 2 월요일,candidate,1,광주 송정역 근처 빵집 썬베이커리 착한 가게 방문 후기,https://blog.naver.com/wlsud3626/224301896898
691,domestic_travel,부산,광안리 가볼만한곳 놀거리 어방축제,attraction,1,부산 광안리 가볼만한곳 놀거리 어방축제 포장마차 포차거리,https://blog.naver.com/imsogroovy/224301880222
692,domestic_travel,부산,광안리 가볼만한곳 놀거리 어방축제 포장마차,attraction,1,부산 광안리 가볼만한곳 놀거리 어방축제 포장마차 포차거리,https://blog.naver.com/imsogroovy/224301880222
693,food,부산,광안리 다리집 유명한 떡볶이는 먹어줘야 제,candidate,1,부산 광안리 다리집 유명한 떡볶이는 먹어줘야 제 맛,https://blog.naver.com/happy_dory_/224301906457
694,food,부산,광안리 맛집 해장성지 아침식사 가능한 로컬,restaurant,1,부산 광안리 맛집 ! 해장성지 아침식사 가능한 로컬 밥집...,https://blog.naver.com/busanminae/224301859222
695,domestic_travel,부산,광안리 바다가 가장 대전,restaurant,1,6/12~14 제24회 광안리어방축제 — 부산 광안리 바다가 가장...,https://blog.naver.com/jiji090/224301769221
696,food,부산,광안리 베이커리,cafe,1,[ 광안리 베이커리 1티어 / 내돈내산 솔직후기 / 실타례...,https://blog.naver.com/byseouni/224301836398
697,domestic_travel,부산,광안리 베이커리,cafe,1,[ 광안리 베이커리 1티어 / 내돈내산 솔직후기 / 실타례...,https://blog.naver.com/byseouni/224301836398
698,food,부산,광안리 부산 당일치기 여행,candidate,1,[부산 광안리] 부산 당일치기 여행✨,https://blog.naver.com/yjo4429/224301663679
699,domestic_travel,부산,광안리 부산 당일치기 여행,candidate,1,[부산 광안리] 부산 당일치기 여행✨,https://blog.naver.com/yjo4429/224301663679
700,food,부산,광안리 점심 핫플 페이센동 03 깔끔한 내부,candidate,1,부산 광안리 점심 해수욕장 근처 페이센동 광안리점,https://blog.naver.com/kkg5562/224301717091
701,food,부산,광안리 점심 해수욕장 근처 페이센동 광안리점,candidate,1,부산 광안리 점심 해수욕장 근처 페이센동 광안리점,https://blog.naver.com/kkg5562/224301717091
702,domestic_travel,부산,광안리 해변,travel_spot,1,위드요트 부산 광안리 해변출발 해운대 더베이101 야경 폭죽...,https://blog.naver.com/tricolour210/224301902442
703,food,부산,광안리어방축제,attraction,1,"2026 광안리 어방축제 : 일정,프로그램,어방포차 메뉴 및 주차...",https://blog.naver.com/moondrift/224301904724
704,food,부산,광안리오션뷰호텔,travel_spot,1,켄트호텔이 말아주는 26년 광안리 어방축제 정보,https://blog.naver.com/kenthotel_busan/224301826364
705,domestic_travel,부산,광안리오션뷰호텔,travel_spot,1,켄트호텔이 말아주는 26년 광안리 어방축제 정보,https://blog.naver.com/kenthotel_busan/224301826364
706,food,부산,광안리호텔,travel_spot,1,켄트호텔이 말아주는 26년 광안리 어방축제 정보,https://blog.naver.com/kenthotel_busan/224301826364
707,domestic_travel,부산,광안리호텔,travel_spot,1,켄트호텔이 말아주는 26년 광안리 어방축제 정보,https://blog.naver.com/kenthotel_busan/224301826364
708,domestic_travel,대구,광주 목포 버스터미널 인천 부산 고속버스 타,candidate,1,부산 고속버스터미널 시간표 정보안내 하기,https://bluebeat.tistory.com/350
709,domestic_travel,가평,광주정육식당,restaurant,1,정육점 WM 축산물센터 원미트 한우 특수부위 바베큐 여행 후기,https://blog.naver.com/somsatanggod/224299533091
710,food,대전,광천식당,restaurant,1,두쫀쿠는 스테디라고 믿는 사람의 5월 일상,https://blog.naver.com/jaeng2j/224301831537
711,food,종로,광화문 고깃집 화덕구이 가성비 맛집 광화로,restaurant,1,서울 종로 광화문 고깃집 화덕구이 가성비 맛집 광화로,https://blog.naver.com/yskimn/224300931577
712,food,종로,광화문 트러플짜장면이 유명한 중식 맛집 무탄,restaurant,1,서울 종로 광화문 트러플짜장면이 유명한 중식 맛집 [무탄],https://blog.naver.com/khn5171/224301027996
713,food,부산,괘법동맘카페 사상역중식당,cafe,1,"""부산맛집"" ""사상엉클 ""부산사상역"" ""사상술집""",https://blog.naver.com/uncle_chinese_1/224301960571
714,domestic_travel,부산,괘법동맘카페 사상역중식당,cafe,1,"""부산맛집"" ""사상엉클 ""부산사상역"" ""사상술집""",https://blog.naver.com/uncle_chinese_1/224301960571
715,food,대전,괴정동,candidate,1,[대전 맛집 ] 괴정동 정도... 방문한 내돈내산 후기 (오마카세 전체...,https://blog.naver.com/gyuljjing/224301789598
716,domestic_travel,대전,괴정동,candidate,1,[대전 맛집 ] 괴정동 정도... 방문한 내돈내산 후기 (오마카세 전체...,https://blog.naver.com/gyuljjing/224301789598
717,food,대구,교동 남포,candidate,1,대구 조개구이 맛집 교동에서 즐긴 남포 해산물과 건어물타워...,https://blog.naver.com/liooil7777/224301602165
718,domestic_travel,대구,교동 남포,candidate,1,대구 조개구이 맛집 교동에서 즐긴 남포 해산물과 건어물타워...,https://blog.naver.com/liooil7777/224301602165
719,food,대구,교동 맛집 대구 교동 조개구이 맛집 남포 교,restaurant,1,[대구 교동 맛집 ] 대구 교동 조개구이 맛집 남포 교동 핫플,https://blog.naver.com/cleanm1914/224301897890
720,domestic_travel,대구,교동 맛집 대구 교동 조개구이 맛집 남포 교,restaurant,1,[대구 교동 맛집 ] 대구 교동 조개구이 맛집 남포 교동 핫플,https://blog.naver.com/cleanm1914/224301897890
721,food,대구,교동 맛집 한빠 한식에 빠진 대구 시청 점심,restaurant,1,대구 교동 맛집 한빠 한식에 빠진 대구 시청 점심 맛집 추천,https://blog.naver.com/jiny_iwish/224301608309
722,domestic_travel,대구,교동 맛집 한빠 한식에 빠진 대구 시청 점심,restaurant,1,대구 교동 맛집 한빠 한식에 빠진 대구 시청 점심 맛집 추천,https://blog.naver.com/jiny_iwish/224301608309
723,food,대구,교동 백룸 라운지 교동칵테일바 교동라운지 힙,restaurant,1,[대구 교동 백룸 라운지] 교동칵테일바 교동라운지 힙한술집,https://blog.naver.com/sua__zip/224301618843
724,food,대구,교동 술집 교동 조개구이,restaurant,1,대구 교동 술집 교동 조개구이 <남포> 후기,https://blog.naver.com/yoobin1218_/224301939458
725,domestic_travel,대구,교동 술집 교동 조개구이,restaurant,1,대구 교동 술집 교동 조개구이 <남포> 후기,https://blog.naver.com/yoobin1218_/224301939458
726,food,대구,교동 술집 등대 안녕하세요 맛있는 사진 찍기,restaurant,1,대구 중구) 등대 [ 문어숙회삼합 ] 해산물 전문 대구 교동 맛집 ...,https://blog.naver.com/m__moooon/224301950523
727,domestic_travel,강릉,교동대게,candidate,1,강릉 중앙시장 맛집 교동대게 강릉 로컬 맛집,https://blog.naver.com/lovejsh85/224301939788
728,domestic_travel,부산,교통,candidate,1,인스파이어 아레나 교통 부산 당일치기 4가지 대안,https://blog.naver.com/freelife_dip/224301682948
729,food,부산,구서동돼지국밥,candidate,1,부산 구서동돼지국밥 맛집 금정구청 앞 부곡동 밥집...,https://blog.naver.com/bambamcsm/224301812737
730,food,부산,구서동돼지국밥 맛집 금정구청 앞 부곡동 밥집,restaurant,1,부산 구서동돼지국밥 맛집 금정구청 앞 부곡동 밥집...,https://blog.naver.com/bambamcsm/224301812737
731,food,인천,구송도,candidate,1,인천 구송도 맛집 부모님 생각나는 보양식 돌솥해물누룽지탕,https://blog.naver.com/eve0032/224301904694
