rank,category,region,candidate_name,candidate_type,post_count,sample_titles,sample_links
2097,food,광주,상무지구 뷔페 다이닝원 주말 내돈내산 솔직후,restaurant,1,광주 상무지구 뷔페 다이닝원 주말 내돈내산 솔직후기,https://blog.naver.com/didue_/224301810519
2098,food,광주,상무지구 육전 가게 식당 위치 어디 맛집 추,restaurant,1,전현무계획 광주 상무지구 육전 가게 식당 위치 어디 맛집 추천,https://blog.naver.com/moreandmore-0211/224301897119
2099,food,광주,상무지구 인근 쌍촌동에서 오랜 세월 동안 묵,candidate,1,꽃보다청춘 광주 생고기 맛집 & 또아식빵 정보,https://blog.naver.com/tts84/224301904375
2100,food,광주,상무지구 중심가와 매우 인접해 있어 여행객들,candidate,1,전현무계획 광주 연화식당 예약 주차 혼밥 육전 맛집 위치 총정리,https://blog.naver.com/overthesense/224301637298
2101,food,대구,상인동,candidate,1,대구 상인동 - 돼지만V대구본점,https://blog.naver.com/mandu_44/224301923753
2102,food,대구,상인동 - 돼지만V대구본점 하고 돼지고기먹으,restaurant,1,대구 상인동 - 돼지만V대구본점,https://blog.naver.com/mandu_44/224301923753
2103,food,대구,상인역,candidate,1,"[대구 상인역 맛집 ] 삼삼마라 본점 로제마라샹궈, 마라 초보도...",https://blog.naver.com/tial94/224301675001
2104,domestic_travel,대구,상인역,candidate,1,"[대구 상인역 맛집 ] 삼삼마라 본점 로제마라샹궈, 마라 초보도...",https://blog.naver.com/tial94/224301675001
2105,food,대구,상인역 맛집 삼삼마라 본점 로제마라샹궈 마라,restaurant,1,"[대구 상인역 맛집 ] 삼삼마라 본점 로제마라샹궈, 마라 초보도...",https://blog.naver.com/tial94/224301675001
2106,domestic_travel,대구,상인역 맛집 삼삼마라 본점 로제마라샹궈 마라,restaurant,1,"[대구 상인역 맛집 ] 삼삼마라 본점 로제마라샹궈, 마라 초보도...",https://blog.naver.com/tial94/224301675001
2107,food,종로,새문안로5길 37 지하1층 53 왜 광화문 맛집,restaurant,1,점심으로 찾은 광화문 맛집 찡짜이타이푸드 후기,https://blog.naver.com/msms171014/224301941054
2108,food,성수,색다른,candidate,1,성수 맛집 색다른 매력! 미루성수에서의 한 끼,https://blog.naver.com/wlalguswlalgus/224301755831
2109,domestic_travel,성수,색다른,candidate,1,성수 맛집 색다른 매력! 미루성수에서의 한 끼,https://blog.naver.com/wlalguswlalgus/224301755831
2110,food,성수,색다른 매력 미루성수에서의 한 끼 여러,candidate,1,성수 맛집 색다른 매력! 미루성수에서의 한 끼,https://blog.naver.com/wlalguswlalgus/224301755831
2111,domestic_travel,성수,색다른 매력 미루성수에서의 한 끼 여러,candidate,1,성수 맛집 색다른 매력! 미루성수에서의 한 끼,https://blog.naver.com/wlalguswlalgus/224301755831
2112,food,광주,생고기 맛집 꽃보다청춘 광주 서구 생고기 3,restaurant,1,[꽃보다청춘 광주 생고기 맛집]꽃보다청춘 광주 서구 생고기...,https://blog.naver.com/justlaben/224301916048
2113,food,대구,생골뱅이,candidate,1,( 내돈내산 ) 대구 남구 서부정류장 술집 맛집 ‘대구 생골뱅이’...,https://blog.naver.com/tjsgp6345/224301849165
2114,food,대구,생골뱅이 서부정류장 지나갈 때마다 사람이 많,candidate,1,( 내돈내산 ) 대구 남구 서부정류장 술집 맛집 ‘대구 생골뱅이’...,https://blog.naver.com/tjsgp6345/224301849165
2115,food,성수,생일,candidate,1,서울성수동 맛집 터틀힙 성수 생일 케이크로 추천하는 성수 핫플,https://blog.naver.com/wowhow112/224298515739
2116,domestic_travel,성수,생일,candidate,1,서울성수동 맛집 터틀힙 성수 생일 케이크로 추천하는 성수 핫플,https://blog.naver.com/wowhow112/224298515739
2117,domestic_travel,제주,생활의,candidate,1,print bakery x 왈종미술관 에디션 런칭 전시 <제주 생활의...,https://blog.naver.com/hootooteee/224301878991
2118,domestic_travel,제주,생활의 또 퇴근길에 더현대서울 간 사람 그,candidate,1,print bakery x 왈종미술관 에디션 런칭 전시 <제주 생활의...,https://blog.naver.com/hootooteee/224301878991
2119,food,부산,생활의달인,candidate,1,부산 생활의달인 맛집 해운대 문스시 / 해운대 모임장소 추천,https://blog.naver.com/kslight19/224301958581
2120,food,부산,생활의달인 맛집 부산 생활의달인 맛집 부산,restaurant,1,부산 생활의달인 맛집 해운대 문스시 / 해운대 모임장소 추천,https://blog.naver.com/kslight19/224301958581
2121,food,부산,생활의달인 맛집 생활의 달인 박해문 셰프님이,restaurant,1,부산 생활의달인 맛집 해운대 문스시 / 해운대 모임장소 추천,https://blog.naver.com/kslight19/224301958581
2122,food,부산,생활의달인 맛집 해운대 문스시 해운대 모임장,restaurant,1,부산 생활의달인 맛집 해운대 문스시 / 해운대 모임장소 추천,https://blog.naver.com/kslight19/224301958581
2123,food,대구,샤브샤브,candidate,1,대구 삼덕동 맛집 온담 본점 대구 샤브샤브 편백찜 맛집 추천,https://blog.naver.com/mmmu14/224301928937
2124,domestic_travel,대구,샤브샤브,candidate,1,대구 삼덕동 맛집 온담 본점 대구 샤브샤브 편백찜 맛집 추천,https://blog.naver.com/mmmu14/224301928937
2125,food,부산,샤브샤브,candidate,1,부산대 NC백화점 /여름 샤브샤브 부산대 맛집 [로운샤브],https://blog.naver.com/ajummaw/224301951424
2126,food,강남,샤브샤브,candidate,1,역삼동 맛집 강남샤브샤브 강남역칼국수 강남역칼국수 맛집,https://blog.naver.com/shanghaibabe/224301690396
2127,food,수원,샤브온리원,candidate,1,인계동 맛집 샤브온리원 수원인계점 가성비 좋은 샤브샤브...,https://blog.naver.com/wg4147/224301758748
2128,domestic_travel,경주,샬라라 동화 속 한 장면 같은 힐링 공간 커피,cafe,1,"경주 감성 ""카페 샬라라"" 동화 속 한 장면 같은 힐링 공간",https://blog.naver.com/chacms1143/224301703821
2129,food,강남,서 골목길로 좀 들어오면 바로입니당 우천식육식당,restaurant,1,[ 맛집 ] 강남구청역 한우 맛집 우천식육식당 후기|투쁠 No.9...,https://blog.naver.com/ars970207/224301752743
2130,food,성수,서 바로 방문해 봤어요 레몬 도넛과 하이볼 팝업,popup,1,성수 에스파 팝업 성수역 맛집 아임도넛 내돈내산 ...,https://blog.naver.com/pingpang0/224301860182
2131,domestic_travel,제주,서 포토스팟으로 잠깐 들리기 좋은 이호테우 해변,travel_spot,1,제주 이호테우 해변 포토스팟 혼자 여행 힐링 코스,https://blog.naver.com/sugarmoon-/224301953639
2132,food,강남,서관면옥 은 광평 한우 다이닝,restaurant,1,"강남 평양냉면 맛집 교대역 점심 서관면옥, 메밀향이 살아있는...",https://blog.naver.com/kyoonsun7/224301928824
2133,domestic_travel,인천,서구,candidate,1,"인천 서구 가정동 곱창 맛집 , 루원시티 만복래 한우곱창 솔직 후기",https://blog.naver.com/jhy05039/224301957941
2134,domestic_travel,대전,서구,candidate,1,탄방동 점심 맛집 추천! 신선한 생아구찜이 맛있는 대전 서구...,https://blog.naver.com/hani_jj917/224301943113
2135,domestic_travel,광주,서구,candidate,1,"광주 서구ㅣ풍암동 삼겹살, 한우 불고기피자+삼겹살 광주 맛집 ...",https://blog.naver.com/reviviver/224301885877
2136,food,인천,서구 가정동 곱창 맛집 루원시티 만복래 한우,restaurant,1,"인천 서구 가정동 곱창 맛집 , 루원시티 만복래 한우곱창 솔직 후기",https://blog.naver.com/jhy05039/224301957941
2137,domestic_travel,인천,서구 가정동 곱창 맛집 루원시티 만복래 한우,restaurant,1,"인천 서구 가정동 곱창 맛집 , 루원시티 만복래 한우곱창 솔직 후기",https://blog.naver.com/jhy05039/224301957941
2138,food,인천,서구 가정동 루원시티에 위치한 곱창 맛집 만,restaurant,1,"인천 서구 가정동 곱창 맛집 , 루원시티 만복래 한우곱창 솔직 후기",https://blog.naver.com/jhy05039/224301957941
2139,domestic_travel,인천,서구 가정동 루원시티에 위치한 곱창 맛집 만,restaurant,1,"인천 서구 가정동 곱창 맛집 , 루원시티 만복래 한우곱창 솔직 후기",https://blog.naver.com/jhy05039/224301957941
2140,food,인천,서구 곱창 맛집 을 찾다가 방문하게 되었는데,restaurant,1,"인천 서구 가정동 곱창 맛집 , 루원시티 만복래 한우곱창 솔직 후기",https://blog.naver.com/jhy05039/224301957941
2141,domestic_travel,인천,서구 곱창 맛집 을 찾다가 방문하게 되었는데,restaurant,1,"인천 서구 가정동 곱창 맛집 , 루원시티 만복래 한우곱창 솔직 후기",https://blog.naver.com/jhy05039/224301957941
2142,food,인천,서구 담지로86번길 5-5 1층,candidate,1,청라 쭈꾸미 점심 맛집 추천 울보리쭈꾸미&보리칼국수,https://blog.naver.com/nana_lifestyle/224301897179
2143,food,대구,서구 맛집 노포 감성 가득한 중리숯불막창 에,restaurant,1,[대구 서구 맛집 ] 노포 감성 가득한 '중리숯불막창'에서 고소한...,https://blog.naver.com/yu_miii_0420/224301912593
2144,food,인천,서구 맛집 술집 빨간맛포차,restaurant,1,인천 서구 맛집 술집 빨간맛포차｜홍가백전골 중자 조개 양...,https://blog.naver.com/pancake0/224301879919
2145,food,대전,서구 맛집 한식 생각날 때 명태랑 류명호 본,restaurant,1,대전 서구 맛집 한식 생각날 때 명태랑 류명호 본점,https://blog.naver.com/reason12/224301899681
2146,domestic_travel,인천,서구 앞바다에 위치한 작은 섬으로 도시와 가,restaurant,1,"서울 에서 가장 가까운 비밀 섬, 세어도 여행 아는 사람만 찾는...",https://blog.naver.com/richplacefestival/224300426898
2147,food,광주,서구 치평동에 있는 육전 한정식 맛집으로 방,restaurant,1,전현무계획 광주 상무지구 육전 가게 식당 위치 어디 맛집 추천,https://blog.naver.com/moreandmore-0211/224301897119
2148,food,대전,서구 탄방동 점심 맛집 에서 즐긴 신선한 생,restaurant,1,탄방동 점심 맛집 추천! 신선한 생아구찜이 맛있는 대전 서구...,https://blog.naver.com/hani_jj917/224301943113
2149,domestic_travel,대전,서구 탄방동 점심 맛집 에서 즐긴 신선한 생,restaurant,1,탄방동 점심 맛집 추천! 신선한 생아구찜이 맛있는 대전 서구...,https://blog.naver.com/hani_jj917/224301943113
2150,food,대전,서구 탄방동에서 점심 맛집 이나 회식 장소를,restaurant,1,탄방동 점심 맛집 추천! 신선한 생아구찜이 맛있는 대전 서구...,https://blog.naver.com/hani_jj917/224301943113
2151,domestic_travel,대전,서구 탄방동에서 점심 맛집 이나 회식 장소를,restaurant,1,탄방동 점심 맛집 추천! 신선한 생아구찜이 맛있는 대전 서구...,https://blog.naver.com/hani_jj917/224301943113
2152,food,대구,서구 평리동 영이식당,restaurant,1,대구 서구 평리동 영이식당 재방문! 역시 든든한 콩불정식,https://blog.naver.com/jia525_/224301771557
2153,domestic_travel,대구,서구 평리동 영이식당,restaurant,1,대구 서구 평리동 영이식당 재방문! 역시 든든한 콩불정식,https://blog.naver.com/jia525_/224301771557
2154,food,대구,서구 평리동 영이식당 재방문 역시 든든한 콩,restaurant,1,대구 서구 평리동 영이식당 재방문! 역시 든든한 콩불정식,https://blog.naver.com/jia525_/224301771557
2155,domestic_travel,대구,서구 평리동 영이식당 재방문 역시 든든한 콩,restaurant,1,대구 서구 평리동 영이식당 재방문! 역시 든든한 콩불정식,https://blog.naver.com/jia525_/224301771557
2156,food,대전,서구에 위치한 정말 맛있는 닭볶음탕 맛집 을,restaurant,1,대전 도안 대대손손 닭볶음탕 맛집 후기안녕하세요 여러분!,https://blog.naver.com/prdnocty/224297640656
2157,food,인천,서구에서 찾은 최고의 맛집 내고향삼천포 에,restaurant,1,"내고향삼천포 검단 맛집 , 가족과 함께하는 특별한 외식",https://blog.naver.com/garden_tales/224301954020
2158,food,인천,서구의 자랑 만두 맛집 입니다 사장님 앞으로,restaurant,1,5월일상,https://blog.naver.com/y24609/224301922439
2159,food,인천,서구청,candidate,1,인천 서구청 맛집 삼대째손두부 보쌈정식부터 들깨순두부까지...,https://blog.naver.com/dmspeheh/224301955874
2160,food,인천,서구청 맛집 삼대째손두부 보쌈정식부터 들깨순,restaurant,1,인천 서구청 맛집 삼대째손두부 보쌈정식부터 들깨순두부까지...,https://blog.naver.com/dmspeheh/224301955874
2161,food,인천,서구청 인근에 위치하고 있어 접근성이 좋은,candidate,1,인천 서구청 맛집 삼대째손두부 보쌈정식부터 들깨순두부까지...,https://blog.naver.com/dmspeheh/224301955874
2162,food,제주,서귀포 바다뷰에서 끝내는,restaurant,1,주말여행 어디갈지 고민된다면? 제주 서귀포 바다뷰에서 끝내는...,https://blog.naver.com/youngvin7205/224300690288
2163,domestic_travel,제주,서귀포 바다뷰에서 끝내는,restaurant,1,주말여행 어디갈지 고민된다면? 제주 서귀포 바다뷰에서 끝내는...,https://blog.naver.com/youngvin7205/224300690288
2164,food,제주,서귀포 신화월드 동물원 모모쥬동물원 카피바라,restaurant,1,제주 서귀포 신화월드 동물원 모모쥬동물원 카피바라,https://blog.naver.com/aasd777/224301902335
2165,domestic_travel,제주,서귀포 신화월드 동물원 모모쥬동물원 카피바라,restaurant,1,제주 서귀포 신화월드 동물원 모모쥬동물원 카피바라,https://blog.naver.com/aasd777/224301902335
2166,food,제주,서귀포 춘미향식당,restaurant,1,"[제주 맛집 ] 현지인이 사랑하는 정식 맛집 , 서귀포 '춘미향식당...",https://blog.naver.com/nasang0223/224301912863
2167,food,제주,서귀포 치유의숲 입니다 서귀포여행,candidate,1,제주 서귀포 치유의숲 입니다,https://blog.naver.com/ikje1225/224301811952
2168,domestic_travel,제주,서귀포 치유의숲 입니다 서귀포여행,candidate,1,제주 서귀포 치유의숲 입니다,https://blog.naver.com/ikje1225/224301811952
2169,food,제주,서귀포시 성산읍 고성동서로 67 1층,candidate,1,제주도 흑돼지와 해산물 한 번에 먹을 수 있는 성산일출봉 근처...,https://blog.naver.com/foodrecipe_1004/224301854738
2170,food,제주,서귀포올레시장본점,travel_spot,1,올레시장 맛집 바다어멍 서귀포올레시장본점 제주 통갈치...,https://blog.naver.com/ellyluv00/224301868363
2171,domestic_travel,제주,서귀포올레시장본점,travel_spot,1,올레시장 맛집 바다어멍 서귀포올레시장본점 제주 통갈치...,https://blog.naver.com/ellyluv00/224301868363
2172,food,제주,서귀포은 호텔,travel_spot,1,"제주도에서 만난 인생 커피,제주에서 “제일 맛있는”커피...",https://blog.naver.com/naldada_/224301615695
